Accident_ID,Date,Time,Time_Period,Location,Latitude,Longitude,Weather,Road_Condition,Road_Type,Light_Condition,Severity,Vehicles_Involved,Casualties
A01205,2024-10-21,01:10,Night,Industrial Area,19.293532,72.764823,Cloudy,Dry,Expressway,Dark,Minor,5,1
A01206,2024-10-22,06:10,Morning,Ring Road,19.073508,72.976828,Clear,Dry,Urban Road,Daylight,Minor,5,0
A01207,2024-10-22,17:20,Evening,Industrial Area,19.094304,72.791196,Clear,Wet,Intersection,Daylight,Minor,2,2
A01208,2024-10-23,01:00,Night,Industrial Area,19.021361,73.081241,Clear,Poor,Urban Road,Dark,Moderate,3,1
A01209,2024-10-23,16:50,Afternoon,Junction Road,19.025608,73.052519,Clear,Dry,Residential Road,Daylight,Minor,3,1
A01210,2024-10-24,10:00,Morning,Station Road,19.096988,72.757815,Clear,Dry,Expressway,Daylight,Minor,2,1
A01211,2024-10-24,11:40,Morning,Junction Road,18.980207,73.023746,Clear,Dry,Urban Road,Daylight,Fatal,2,1
A01212,2024-10-25,18:30,Evening,Station Road,19.184449,72.972564,Rainy,Wet,Highway,Dusk,Severe,1,1
A01213,2024-10-25,21:20,Night,Residential Area,19.114523,72.923379,Clear,Dry,Residential Road,Dark,Moderate,3,0
A01214,2024-10-26,23:50,Night,Market Road,19.259227,72.960922,Clear,Dry,Urban Road,Dark,Severe,2,4
A01215,2024-10-26,06:20,Morning,Junction Road,19.224233,72.987388,Foggy,Dry,Intersection,Daylight,Fatal,2,2
A01216,2024-10-27,19:20,Evening,City Center,19.028988,73.05956,Cloudy,Wet,Intersection,Dusk,Moderate,2,0
A01217,2024-10-28,05:00,Morning,Ring Road,19.102322,73.018575,Clear,Dry,Urban Road,Dark,Minor,2,1
A01218,2024-10-28,20:30,Evening,Ring Road,19.200206,72.951382,Foggy,Dry,Urban Road,Dusk,Severe,3,2
A01219,2024-10-29,23:40,Night,Residential Area,18.97728,73.038615,Clear,Poor,Urban Road,Dark,Moderate,3,7
A01220,2024-10-29,00:10,Night,Station Road,18.912639,73.095423,Clear,Dry,Urban Road,Dark,Minor,3,3
A01221,2024-10-30,16:10,Afternoon,College Road,19.240922,72.855064,Rainy,Slippery,Expressway,Daylight,Moderate,2,0
A01222,2024-10-30,10:20,Morning,Market Road,18.95502,72.791447,Cloudy,Dry,Expressway,Daylight,Minor,1,2
A01223,2024-10-31,21:30,Night,Junction Road,19.255765,73.006007,Clear,Dry,Urban Road,Dark,Severe,2,0
A01224,2024-10-31,17:50,Evening,Residential Area,19.265443,73.092509,Clear,Poor,Highway,Daylight,Minor,5,2
A01225,2024-11-01,20:00,Evening,Ring Road,19.08428,72.790847,Cloudy,Dry,Urban Road,Dusk,Fatal,5,6
A01226,2024-11-02,16:30,Afternoon,Industrial Area,19.222713,72.901098,Clear,Dry,Urban Road,Daylight,Severe,3,4
A01227,2024-11-02,06:30,Morning,Market Road,19.045276,72.771794,Foggy,Dry,Expressway,Daylight,Moderate,2,0
A01228,2024-11-03,16:00,Afternoon,College Road,19.243306,73.021786,Clear,Dry,Highway,Daylight,Moderate,2,0
A01229,2024-11-03,19:20,Evening,Station Road,19.229873,73.082048,Foggy,Dry,Expressway,Dusk,Minor,2,2
A01230,2024-11-04,08:30,Morning,Residential Area,18.931407,72.924648,Cloudy,Wet,Residential Road,Daylight,Minor,4,3
A01231,2024-11-04,16:10,Afternoon,Station Road,19.133041,72.893332,Rainy,Dry,Expressway,Daylight,Minor,3,2
A01232,2024-11-05,19:00,Evening,Residential Area,19.156,73.067702,Rainy,Dry,Urban Road,Dusk,Moderate,4,1
A01233,2024-11-05,21:50,Night,Ring Road,18.900343,72.796686,Rainy,Wet,Residential Road,Dark,Moderate,3,0
A01234,2024-11-06,21:40,Night,College Road,19.291967,73.062055,Clear,Dry,Residential Road,Dark,Minor,2,1
A01235,2024-11-06,07:20,Morning,Residential Area,19.062627,72.887244,Clear,Dry,Expressway,Daylight,Minor,2,0
A01236,2024-11-07,16:00,Afternoon,Ring Road,19.106937,72.945792,Clear,Wet,Urban Road,Daylight,Severe,1,1
A01237,2024-11-08,06:40,Morning,Residential Area,18.977922,72.934902,Rainy,Wet,Urban Road,Daylight,Minor,2,1
A01238,2024-11-08,00:40,Night,Station Road,19.144367,72.965593,Rainy,Wet,Residential Road,Dark,Severe,2,2
A01239,2024-11-09,12:50,Afternoon,Junction Road,19.224248,73.079743,Clear,Dry,Highway,Daylight,Minor,3,1
A01240,2024-11-09,22:30,Night,Industrial Area,19.134357,73.082894,Clear,Dry,Urban Road,Dark,Moderate,3,2
A01241,2024-11-10,18:50,Evening,Ring Road,19.215214,73.040902,Clear,Dry,Intersection,Dusk,Minor,2,1
A01242,2024-11-10,23:30,Night,Junction Road,19.192443,72.81704,Cloudy,Poor,Highway,Dark,Moderate,2,1
A01243,2024-11-11,18:30,Evening,Airport Road,18.995063,72.866731,Cloudy,Poor,Urban Road,Dusk,Moderate,2,1
A01244,2024-11-11,16:00,Afternoon,Airport Road,19.074325,72.920739,Rainy,Wet,Urban Road,Daylight,Minor,3,3
A01245,2024-11-12,12:00,Afternoon,Market Road,18.959451,73.066911,Stormy,Wet,Residential Road,Daylight,Moderate,2,1
A01246,2024-11-12,15:20,Afternoon,Market Road,18.916774,72.932303,Clear,Poor,Highway,Daylight,Moderate,2,0
A01247,2024-11-13,07:30,Morning,Industrial Area,18.925228,73.092102,Cloudy,Dry,Residential Road,Daylight,Moderate,4,1
A01248,2024-11-14,18:40,Evening,Main Highway,19.277,73.094344,Clear,Dry,Highway,Dusk,Severe,3,1
A01249,2024-11-14,17:10,Evening,Airport Road,19.293815,72.959504,Clear,Dry,Highway,Daylight,Minor,2,1
A01250,2024-11-15,00:20,Night,Main Highway,18.937991,73.057123,Clear,Dry,Residential Road,Dark,Moderate,3,0
A01251,2024-11-15,13:00,Afternoon,Expressway,19.034077,73.099728,Clear,Dry,Urban Road,Daylight,Fatal,3,1
A01252,2024-11-16,18:50,Evening,Industrial Area,18.945768,73.047401,Foggy,Dry,Intersection,Dusk,Severe,3,2
A01253,2024-11-16,14:20,Afternoon,College Road,19.233692,72.979919,Clear,Dry,Highway,Daylight,Fatal,2,2
A01254,2024-11-17,17:20,Evening,Junction Road,19.098519,73.045797,Cloudy,Dry,Urban Road,Daylight,Minor,2,2
A01255,2024-11-17,01:20,Night,Airport Road,19.148505,72.778929,Foggy,Poor,Highway,Dark,Severe,3,2
A01256,2024-11-18,21:20,Night,Station Road,19.115964,72.972187,Rainy,Slippery,Urban Road,Dark,Moderate,2,0
A01257,2024-11-19,16:10,Afternoon,Industrial Area,19.184101,72.825783,Clear,Wet,Intersection,Daylight,Minor,3,1
A01258,2024-11-19,17:50,Evening,Ring Road,19.027653,72.790622,Cloudy,Dry,Intersection,Daylight,Severe,4,4
A01259,2024-11-20,05:50,Morning,Bridge Road,18.954997,73.062505,Clear,Dry,Highway,Dark,Moderate,4,1
A01260,2024-11-20,18:50,Evening,Station Road,18.907048,72.973876,Rainy,Wet,Residential Road,Dusk,Minor,2,0
A01261,2024-11-21,03:30,Night,Residential Area,19.078277,72.835241,Rainy,Dry,Residential Road,Dark,Minor,2,0
A01262,2024-11-21,00:40,Night,Airport Road,19.263134,72.885374,Rainy,Wet,Highway,Dark,Severe,2,0
A01263,2024-11-22,07:50,Morning,Residential Area,19.022107,73.090647,Clear,Dry,Highway,Daylight,Minor,3,0
A01264,2024-11-22,22:20,Night,Airport Road,18.978383,73.051764,Rainy,Slippery,Intersection,Dark,Minor,2,0
A01265,2024-11-23,06:20,Morning,Main Highway,19.270417,72.755454,Clear,Dry,Intersection,Daylight,Moderate,2,1
A01266,2024-11-23,02:50,Night,Industrial Area,18.942179,73.09293,Clear,Dry,Intersection,Dark,Minor,1,0
A01267,2024-11-24,09:50,Morning,Ring Road,18.92072,72.878985,Clear,Poor,Expressway,Daylight,Severe,2,3
A01268,2024-11-25,09:20,Morning,Industrial Area,19.251765,72.993396,Clear,Wet,Residential Road,Daylight,Moderate,2,1
A01269,2024-11-25,18:30,Evening,City Center,19.180364,72.999437,Clear,Dry,Urban Road,Dusk,Moderate,2,2
A01270,2024-11-26,13:00,Afternoon,Airport Road,19.068827,73.06909,Rainy,Dry,Highway,Daylight,Severe,3,2
A01271,2024-11-26,01:00,Night,City Center,19.200938,73.059771,Foggy,Dry,Highway,Dark,Moderate,1,0
A01272,2024-11-27,00:50,Night,Market Road,19.196576,72.848605,Clear,Dry,Residential Road,Dark,Minor,2,0
A01273,2024-11-27,22:10,Night,College Road,18.916024,72.975237,Clear,Dry,Expressway,Dark,Severe,4,4
A01274,2024-11-28,22:50,Night,Industrial Area,19.170499,72.887797,Clear,Dry,Expressway,Dark,Moderate,4,1
A01275,2024-11-28,17:50,Evening,Main Highway,19.156349,72.93394,Clear,Dry,Intersection,Daylight,Minor,2,1
A01276,2024-11-29,06:00,Morning,Ring Road,19.285512,72.944137,Clear,Wet,Intersection,Daylight,Moderate,1,0
A01277,2024-11-29,07:20,Morning,Airport Road,19.286649,72.88872,Foggy,Dry,Intersection,Daylight,Severe,3,3
A01278,2024-11-30,00:50,Night,Ring Road,19.05112,72.912363,Clear,Dry,Highway,Dark,Severe,2,1
A01279,2024-12-01,22:20,Night,Market Road,19.135937,72.82292,Clear,Dry,Expressway,Dark,Fatal,1,1
A01280,2024-12-01,02:20,Night,Residential Area,18.956543,72.962676,Clear,Wet,Residential Road,Dark,Severe,2,5
A01281,2024-12-02,23:10,Night,Ring Road,18.926583,73.015636,Rainy,Wet,Urban Road,Dark,Moderate,2,2
A01282,2024-12-02,22:20,Night,Airport Road,19.073112,72.900409,Rainy,Wet,Intersection,Dark,Severe,3,2
A01283,2024-12-03,07:00,Morning,City Center,19.175953,73.092188,Foggy,Wet,Intersection,Daylight,Minor,4,1
A01284,2024-12-03,21:30,Night,Main Highway,19.127104,72.770029,Rainy,Wet,Highway,Dark,Minor,3,1
A01285,2024-12-04,14:30,Afternoon,Ring Road,19.071863,72.956206,Clear,Dry,Highway,Daylight,Moderate,2,0
A01286,2024-12-04,04:40,Night,Main Highway,19.227245,72.95426,Clear,Dry,Residential Road,Dark,Moderate,2,0
A01287,2024-12-05,02:50,Night,Residential Area,19.217771,72.762704,Rainy,Wet,Residential Road,Dark,Minor,3,2
A01288,2024-12-05,18:00,Evening,Main Highway,19.192777,72.8286,Clear,Dry,Intersection,Dusk,Minor,2,0
A01289,2024-12-06,00:20,Night,Residential Area,18.930813,73.06694,Cloudy,Wet,Highway,Dark,Minor,2,1
A01290,2024-12-07,14:30,Afternoon,Residential Area,19.218588,72.94058,Clear,Dry,Highway,Daylight,Moderate,3,1
A01291,2024-12-07,07:00,Morning,College Road,19.267769,72.902735,Clear,Dry,Urban Road,Daylight,Severe,4,2
A01292,2024-12-08,01:30,Night,College Road,18.923777,72.895424,Cloudy,Poor,Highway,Dark,Severe,2,2
A01293,2024-12-08,02:20,Night,Expressway,19.060669,73.060856,Cloudy,Dry,Highway,Dark,Moderate,4,0
A01294,2024-12-09,23:30,Night,Bridge Road,19.295342,72.878461,Rainy,Dry,Intersection,Dark,Severe,2,1
A01295,2024-12-09,13:50,Afternoon,Main Highway,19.139696,73.050708,Clear,Dry,Urban Road,Daylight,Moderate,2,0
A01296,2024-12-10,23:50,Night,Ring Road,19.105431,72.858217,Cloudy,Dry,Urban Road,Dark,Minor,1,0
A01297,2024-12-10,13:40,Afternoon,Main Highway,18.970978,72.936026,Clear,Dry,Highway,Daylight,Minor,3,0
A01298,2024-12-11,10:40,Morning,Residential Area,19.126195,72.800337,Clear,Poor,Urban Road,Daylight,Moderate,3,1
A01299,2024-12-12,15:30,Afternoon,College Road,19.075617,73.038761,Clear,Dry,Expressway,Daylight,Minor,3,0
A01300,2024-12-12,03:00,Night,Junction Road,18.950977,73.007591,Clear,Dry,Residential Road,Dark,Moderate,2,1
A01301,2024-12-13,19:50,Evening,Station Road,19.085733,72.935533,Clear,Poor,Expressway,Dusk,Moderate,2,0
A01302,2024-12-13,04:00,Night,City Center,18.96576,72.759065,Clear,Dry,Urban Road,Dark,Moderate,2,0
A01303,2024-12-14,21:00,Night,Main Highway,19.192265,72.91844,Clear,Dry,Urban Road,Dark,Fatal,2,1
A01304,2024-12-14,20:30,Evening,Industrial Area,19.289459,72.828819,Clear,Dry,Urban Road,Dusk,Moderate,2,0
A01305,2024-12-15,13:00,Afternoon,Junction Road,19.087831,72.894681,Clear,Dry,Urban Road,Daylight,Minor,5,3
A01306,2024-12-15,22:50,Night,Industrial Area,19.152947,73.049749,Clear,Dry,Expressway,Dark,Moderate,3,1
A01307,2024-12-16,15:20,Afternoon,Bridge Road,19.07239,73.019361,Clear,Dry,Urban Road,Daylight,Moderate,2,1
A01308,2024-12-16,17:40,Evening,Junction Road,18.955382,72.834684,Cloudy,Dry,Residential Road,Daylight,Minor,1,0
A01309,2024-12-17,06:20,Morning,Airport Road,19.288222,73.094734,Clear,Dry,Highway,Daylight,Minor,1,0
A01310,2024-12-18,09:00,Morning,Main Highway,18.951831,73.066124,Clear,Poor,Residential Road,Daylight,Moderate,3,3
A01311,2024-12-18,06:20,Morning,Main Highway,18.944651,72.935036,Clear,Poor,Intersection,Daylight,Severe,4,3
A01312,2024-12-19,00:50,Night,Market Road,19.083669,72.935553,Cloudy,Dry,Residential Road,Dark,Moderate,3,0
A01313,2024-12-19,22:50,Night,Residential Area,19.163555,73.065443,Foggy,Poor,Residential Road,Dark,Severe,2,2
A01314,2024-12-20,20:00,Evening,Junction Road,19.041969,72.972651,Rainy,Slippery,Intersection,Dusk,Severe,1,0
A01315,2024-12-20,18:30,Evening,Airport Road,18.977007,72.937841,Rainy,Wet,Residential Road,Dusk,Minor,5,3
A01316,2024-12-21,15:20,Afternoon,Residential Area,19.227585,73.012202,Cloudy,Dry,Urban Road,Daylight,Moderate,5,2
A01317,2024-12-21,18:30,Evening,Residential Area,19.045241,72.832284,Rainy,Wet,Urban Road,Dusk,Moderate,2,0
A01318,2024-12-22,03:30,Night,Ring Road,18.977728,73.057432,Cloudy,Dry,Residential Road,Dark,Minor,1,1
A01319,2024-12-22,17:10,Evening,City Center,19.046034,72.935995,Clear,Wet,Expressway,Daylight,Moderate,2,1
A01320,2024-12-23,01:00,Night,Junction Road,18.985822,72.961225,Clear,Dry,Urban Road,Dark,Moderate,4,4
A01321,2024-12-24,00:40,Night,Junction Road,19.107779,72.78148,Clear,Wet,Urban Road,Dark,Minor,3,3
A01322,2024-12-24,14:50,Afternoon,Main Highway,19.167316,72.858328,Foggy,Wet,Intersection,Daylight,Severe,3,0
A01323,2024-12-25,04:50,Night,Airport Road,19.219823,72.899357,Cloudy,Dry,Highway,Dark,Moderate,1,0
A01324,2024-12-25,19:00,Evening,Ring Road,18.991025,72.894868,Rainy,Wet,Urban Road,Dusk,Severe,2,1
A01325,2024-12-26,10:40,Morning,College Road,18.966782,73.0224,Clear,Dry,Highway,Daylight,Minor,2,1
A01326,2024-12-26,09:50,Morning,Station Road,18.907841,72.848813,Clear,Dry,Expressway,Daylight,Severe,4,3
A01327,2024-12-27,01:00,Night,Residential Area,18.991235,72.813738,Clear,Dry,Highway,Dark,Minor,2,0
A01328,2024-12-27,02:50,Night,Bridge Road,18.909562,72.953916,Clear,Dry,Residential Road,Dark,Minor,3,0
A01329,2024-12-28,22:30,Night,Industrial Area,19.03819,72.965255,Rainy,Wet,Highway,Dark,Moderate,2,0
A01330,2024-12-28,22:20,Night,Airport Road,18.958277,72.792554,Cloudy,Dry,Residential Road,Dark,Moderate,4,0
A01331,2024-12-29,11:20,Morning,Market Road,19.131958,72.750864,Clear,Dry,Expressway,Daylight,Moderate,3,0
A01332,2024-12-30,19:50,Evening,Main Highway,19.053491,73.071177,Rainy,Dry,Urban Road,Dusk,Moderate,2,0
A01333,2024-12-30,04:10,Night,Expressway,18.937434,72.777873,Clear,Dry,Urban Road,Dark,Minor,4,3
A01334,2024-12-31,04:40,Night,Industrial Area,19.059947,73.064253,Stormy,Slippery,Urban Road,Dark,Moderate,2,0
A01335,2024-12-31,05:40,Morning,Ring Road,18.983739,72.889725,Clear,Wet,Urban Road,Dark,Minor,2,1
A01336,2025-01-01,08:40,Morning,Industrial Area,19.172071,72.97857,Clear,Dry,Expressway,Daylight,Moderate,2,0
A01337,2025-01-01,01:30,Night,Main Highway,19.045774,72.814965,Clear,Dry,Urban Road,Dark,Moderate,4,0
A01338,2025-01-02,20:40,Evening,Industrial Area,18.958812,73.038371,Clear,Wet,Residential Road,Dusk,Fatal,4,2
A01339,2025-01-02,11:20,Morning,College Road,19.039841,72.813068,Clear,Dry,Highway,Daylight,Moderate,2,1
A01340,2025-01-03,02:30,Night,Market Road,18.989751,72.885278,Cloudy,Dry,Highway,Dark,Moderate,3,0
A01341,2025-01-04,19:00,Evening,Bridge Road,19.218312,72.833309,Foggy,Wet,Urban Road,Dusk,Severe,3,3
A01342,2025-01-04,21:40,Night,Airport Road,19.293347,73.043127,Rainy,Dry,Residential Road,Dark,Moderate,3,0
A01343,2025-01-05,11:40,Morning,Main Highway,18.910197,73.050418,Clear,Poor,Urban Road,Daylight,Minor,2,1
A01344,2025-01-05,23:00,Night,Expressway,19.176008,72.88021,Cloudy,Dry,Expressway,Dark,Minor,2,1
A01345,2025-01-06,16:40,Afternoon,Industrial Area,19.005583,72.857582,Clear,Dry,Highway,Daylight,Moderate,3,1
A01346,2025-01-06,09:00,Morning,Market Road,18.926563,73.020748,Clear,Dry,Highway,Daylight,Minor,1,0
A01347,2025-01-07,23:30,Night,Main Highway,18.905741,73.057479,Cloudy,Dry,Expressway,Dark,Moderate,2,1
A01348,2025-01-07,13:20,Afternoon,Market Road,19.252404,72.968407,Cloudy,Dry,Expressway,Daylight,Minor,3,0
A01349,2025-01-08,22:00,Night,Industrial Area,19.041443,73.074591,Clear,Dry,Highway,Dark,Minor,2,1
A01350,2025-01-08,16:10,Afternoon,Residential Area,19.297818,72.884065,Clear,Poor,Residential Road,Daylight,Moderate,5,3
A01351,2025-01-09,17:00,Evening,Airport Road,19.076951,72.80316,Stormy,Dry,Urban Road,Daylight,Fatal,1,2
A01352,2025-01-10,18:40,Evening,City Center,18.975039,72.812875,Clear,Dry,Expressway,Dusk,Moderate,5,1
A01353,2025-01-10,16:30,Afternoon,City Center,19.210857,72.984441,Clear,Dry,Intersection,Daylight,Severe,2,5
A01354,2025-01-11,13:50,Afternoon,Airport Road,19.270597,72.892634,Cloudy,Dry,Intersection,Daylight,Fatal,1,0
A01355,2025-01-11,08:30,Morning,Residential Area,19.226248,72.80471,Clear,Dry,Expressway,Daylight,Minor,2,0
A01356,2025-01-12,07:50,Morning,Main Highway,19.19808,72.852279,Clear,Dry,Urban Road,Daylight,Minor,3,3
A01357,2025-01-12,01:00,Night,Market Road,19.03388,72.935712,Clear,Wet,Expressway,Dark,Moderate,3,2
A01358,2025-01-13,12:20,Afternoon,Expressway,18.925796,72.792506,Rainy,Wet,Urban Road,Daylight,Severe,2,3
A01359,2025-01-13,06:10,Morning,Residential Area,18.98052,72.751205,Cloudy,Dry,Highway,Daylight,Moderate,2,1
A01360,2025-01-14,08:30,Morning,Junction Road,19.078724,73.071054,Cloudy,Dry,Urban Road,Daylight,Fatal,3,1
A01361,2025-01-14,21:40,Night,Junction Road,19.28248,72.856701,Stormy,Wet,Intersection,Dark,Minor,2,2
A01362,2025-01-15,21:50,Night,City Center,19.189142,72.827524,Rainy,Wet,Intersection,Dark,Minor,3,2
A01363,2025-01-16,10:40,Morning,Main Highway,19.231313,72.994468,Clear,Dry,Highway,Daylight,Moderate,1,1
A01364,2025-01-16,13:20,Afternoon,Ring Road,19.010918,73.048691,Clear,Dry,Expressway,Daylight,Moderate,3,0
A01365,2025-01-17,03:50,Night,Residential Area,19.173529,72.971298,Cloudy,Wet,Expressway,Dark,Minor,3,0
A01366,2025-01-17,12:30,Afternoon,City Center,19.244975,72.839069,Cloudy,Dry,Urban Road,Daylight,Minor,5,1
A01367,2025-01-18,01:00,Night,Bridge Road,19.091765,73.051573,Cloudy,Dry,Urban Road,Dark,Minor,3,2
A01368,2025-01-18,22:40,Night,Industrial Area,19.071957,72.92865,Cloudy,Dry,Residential Road,Dark,Moderate,2,0
A01369,2025-01-19,04:20,Night,Market Road,19.187762,72.883417,Clear,Dry,Urban Road,Dark,Severe,2,3
A01370,2025-01-19,10:30,Morning,College Road,19.123965,72.961654,Clear,Dry,Highway,Daylight,Severe,3,4
A01371,2025-01-20,05:30,Morning,Main Highway,19.297268,72.995214,Clear,Dry,Residential Road,Dark,Moderate,2,0
A01372,2025-01-20,17:30,Evening,Bridge Road,19.070041,72.95784,Clear,Dry,Intersection,Daylight,Moderate,4,0
A01373,2025-01-21,20:30,Evening,Junction Road,18.970377,73.072086,Clear,Dry,Residential Road,Dusk,Moderate,3,1
A01374,2025-01-22,09:50,Morning,Junction Road,19.088774,72.969806,Cloudy,Wet,Expressway,Daylight,Minor,2,1
A01375,2025-01-22,03:30,Night,Industrial Area,18.994082,73.057503,Cloudy,Dry,Urban Road,Dark,Minor,2,3
A01376,2025-01-23,08:40,Morning,College Road,19.124502,72.955435,Clear,Wet,Highway,Daylight,Minor,2,0
A01377,2025-01-23,05:20,Morning,Expressway,18.950319,72.865388,Cloudy,Dry,Residential Road,Dark,Severe,2,0
A01378,2025-01-24,01:50,Night,Bridge Road,19.279991,72.936304,Cloudy,Dry,Urban Road,Dark,Severe,1,0
A01379,2025-01-24,16:30,Afternoon,Residential Area,19.243929,72.780218,Clear,Dry,Intersection,Daylight,Moderate,2,1
A01380,2025-01-25,04:10,Night,Industrial Area,18.962226,72.830561,Cloudy,Dry,Highway,Dark,Moderate,2,0
A01381,2025-01-25,05:10,Morning,Industrial Area,18.968957,73.018181,Rainy,Dry,Urban Road,Dark,Minor,2,0
A01382,2025-01-26,11:20,Morning,Expressway,19.104975,72.981516,Rainy,Slippery,Urban Road,Daylight,Moderate,2,1
A01383,2025-01-27,22:00,Night,Junction Road,19.209153,72.808282,Cloudy,Poor,Intersection,Dark,Moderate,2,0
A01384,2025-01-27,20:00,Evening,City Center,18.987632,72.903305,Cloudy,Poor,Highway,Dusk,Moderate,1,0
A01385,2025-01-28,09:50,Morning,Station Road,18.924389,72.799697,Clear,Dry,Highway,Daylight,Minor,3,2
A01386,2025-01-28,21:50,Night,Junction Road,19.118214,73.049536,Clear,Dry,Highway,Dark,Severe,2,1
A01387,2025-01-29,20:50,Evening,Industrial Area,19.176639,72.788209,Clear,Dry,Expressway,Dusk,Moderate,2,0
A01388,2025-01-29,05:00,Morning,City Center,18.997746,72.978982,Stormy,Dry,Highway,Dark,Severe,3,0
A01389,2025-01-30,07:10,Morning,Ring Road,19.195907,72.96245,Clear,Dry,Highway,Daylight,Severe,5,2
A01390,2025-01-30,01:00,Night,Junction Road,19.280258,72.915472,Clear,Dry,Highway,Dark,Fatal,1,3
A01391,2025-01-31,11:40,Morning,Bridge Road,18.95483,72.847382,Foggy,Dry,Residential Road,Daylight,Minor,2,1
A01392,2025-01-31,12:30,Afternoon,College Road,19.104412,72.891385,Foggy,Wet,Highway,Daylight,Minor,2,3
A01393,2025-02-01,20:50,Evening,Market Road,18.922737,73.032237,Rainy,Wet,Urban Road,Dusk,Minor,2,0
A01394,2025-02-02,06:10,Morning,College Road,18.982664,73.016543,Clear,Dry,Urban Road,Daylight,Minor,4,1
A01395,2025-02-02,09:20,Morning,Main Highway,18.935928,73.008583,Clear,Dry,Residential Road,Daylight,Moderate,3,0
A01396,2025-02-03,12:20,Afternoon,Junction Road,19.061603,73.012438,Clear,Wet,Expressway,Daylight,Moderate,3,3
A01397,2025-02-03,16:30,Afternoon,Main Highway,19.228333,72.80036,Clear,Dry,Urban Road,Daylight,Moderate,2,1
A01398,2025-02-04,20:10,Evening,Industrial Area,19.130852,72.784684,Clear,Dry,Intersection,Dusk,Minor,3,1
A01399,2025-02-04,13:00,Afternoon,Industrial Area,18.989034,73.051525,Cloudy,Dry,Intersection,Daylight,Severe,1,2
A01400,2025-02-05,01:00,Night,Industrial Area,18.916044,73.043011,Foggy,Dry,Urban Road,Dark,Minor,3,1
A01401,2025-02-05,21:40,Night,Ring Road,19.121359,72.988461,Clear,Dry,Expressway,Dark,Minor,2,1
A01402,2025-02-06,10:40,Morning,Airport Road,18.953119,72.962067,Cloudy,Dry,Expressway,Daylight,Moderate,2,1
A01403,2025-02-06,00:00,Night,Market Road,19.037094,72.878405,Cloudy,Dry,Intersection,Dark,Moderate,2,0
A01404,2025-02-07,18:20,Evening,Airport Road,19.104077,72.828429,Clear,Dry,Urban Road,Dusk,Minor,3,1
A01405,2025-02-08,20:50,Evening,City Center,19.261493,72.98368,Cloudy,Dry,Urban Road,Dusk,Minor,1,0
A01406,2025-02-08,03:20,Night,City Center,18.932729,73.069562,Clear,Dry,Urban Road,Dark,Moderate,1,0
A01407,2025-02-09,18:40,Evening,College Road,19.167443,72.902949,Clear,Dry,Intersection,Dusk,Minor,2,0
